val/epoch_NLL,epoch,step
4770.36962890625,4,7999
5076.48486328125,9,15999
4888.68896484375,14,23999
4784.61572265625,19,31999
4926.89892578125,24,39999
5039.10302734375,29,47999
4819.87158203125,34,55999
4817.37451171875,39,63999
5033.89794921875,44,71999
4571.01513671875,49,79999
